age,career,lifestyle,choice,happiness,success,finance
48,Lawyer,Balanced,Entrepreneurship,76.83,95.82,100.0
53,Business Owner,Career-driven,Creative Pursuit,71.34,100.0,91.69
37,Scientist,Family-focused,World Explorer,96.33,57.04,39.96
42,Finance,Career-driven,Work-Life Balance,75.33,100.0,95.88
45,Scientist,Minimalist,Entrepreneurship,80.69,78.26,91.29
40,Finance,Luxurious,Entrepreneurship,55.54,98.14,98.55
45,Software Engineer,Family-focused,Work-Life Balance,90.88,86.82,83.22
47,Scientist,Family-focused,Corporate Ladder,64.96,79.46,76.84
53,Marketing,Minimalist,Work-Life Balance,83.51,72.63,78.5
36,Doctor,Minimalist,Work-Life Balance,90.18,69.18,79.19
21,Business Owner,Minimalist,World Explorer,87.7,71.58,49.99
46,Finance,Luxurious,Work-Life Balance,71.9,92.44,100.0
43,Artist,Adventure-seeker,Corporate Ladder,76.96,88.34,77.29
18,Software Engineer,Balanced,Creative Pursuit,84.11,75.75,61.35
46,Finance,Balanced,Corporate Ladder,54.16,100.0,100.0
35,Doctor,Balanced,Entrepreneurship,73.58,100.0,86.71
51,Writer,Career-driven,Academic Excellence,68.28,100.0,81.16
41,Lawyer,Luxurious,Corporate Ladder,53.68,100.0,100.0
27,Software Engineer,Adventure-seeker,Creative Pursuit,95.66,68.36,43.11
36,Artist,Luxurious,Corporate Ladder,55.04,74.86,100.0
52,Business Owner,Adventure-seeker,Entrepreneurship,77.31,87.4,61.5
33,Doctor,Luxurious,Creative Pursuit,87.42,73.36,73.88
52,Business Owner,Minimalist,Entrepreneurship,66.16,88.14,100.0
19,Marketing,Adventure-seeker,Corporate Ladder,74.31,80.15,58.35
40,Business Owner,Family-focused,Creative Pursuit,87.53,80.87,70.13
41,Software Engineer,Adventure-seeker,Academic Excellence,68.26,86.53,75.04
53,Writer,Family-focused,World Explorer,100.0,69.37,53.84
46,Marketing,Adventure-seeker,Entrepreneurship,77.51,77.93,62.69
43,Doctor,Balanced,Corporate Ladder,50.6,100.0,100.0
22,Finance,Minimalist,World Explorer,96.78,75.63,46.43
39,Doctor,Luxurious,Academic Excellence,64.82,83.27,99.06
42,Scientist,Family-focused,Work-Life Balance,75.33,63.62,69.81
19,Marketing,Minimalist,Corporate Ladder,54.2,81.08,61.72
23,Software Engineer,Luxurious,Creative Pursuit,87.41,67.38,73.09
51,Writer,Minimalist,Work-Life Balance,95.34,78.58,62.77
40,Scientist,Minimalist,Creative Pursuit,82.4,62.5,50.12
31,Teacher,Family-focused,Entrepreneurship,89.46,63.37,80.58
25,Writer,Minimalist,Entrepreneurship,77.46,67.99,47.89
51,Scientist,Family-focused,World Explorer,85.49,77.22,48.69
50,Software Engineer,Balanced,Entrepreneurship,65.56,94.3,91.83
52,Teacher,Career-driven,World Explorer,83.12,87.2,58.47
55,Marketing,Career-driven,Work-Life Balance,76.74,92.11,93.11
45,Writer,Balanced,Creative Pursuit,100.0,75.96,62.02
46,Marketing,Adventure-seeker,Entrepreneurship,79.82,83.58,53.83
23,Finance,Family-focused,Corporate Ladder,64.21,90.33,86.92
38,Marketing,Career-driven,Corporate Ladder,48.62,99.36,94.48
34,Teacher,Family-focused,Corporate Ladder,70.53,76.93,65.17
45,Scientist,Luxurious,World Explorer,89.27,68.96,65.05
40,Finance,Minimalist,Creative Pursuit,90.0,79.97,59.65
19,Writer,Minimalist,Work-Life Balance,92.15,61.87,53.57
23,Scientist,Minimalist,World Explorer,84.68,55.53,32.08
37,Artist,Luxurious,Creative Pursuit,85.86,61.72,64.04
55,Software Engineer,Balanced,Work-Life Balance,82.98,100.0,94.0
52,Business Owner,Adventure-seeker,Corporate Ladder,63.66,97.03,95.0
24,Lawyer,Luxurious,Creative Pursuit,75.89,67.17,82.04
34,Teacher,Luxurious,World Explorer,86.78,64.14,49.31
44,Writer,Luxurious,Creative Pursuit,83.6,67.72,63.56
40,Finance,Luxurious,Academic Excellence,69.24,94.83,100.0
44,Doctor,Family-focused,World Explorer,98.88,82.44,58.46
31,Teacher,Career-driven,Corporate Ladder,51.78,95.71,87.37
35,Business Owner,Adventure-seeker,Work-Life Balance,94.51,85.0,77.57
37,Artist,Luxurious,Entrepreneurship,78.59,73.99,100.0
54,Doctor,Minimalist,Corporate Ladder,65.47,94.08,99.48
39,Artist,Adventure-seeker,Entrepreneurship,94.86,80.26,50.97
33,Finance,Minimalist,World Explorer,98.35,74.04,59.92
46,Doctor,Family-focused,Work-Life Balance,90.9,81.38,93.81
19,Finance,Balanced,Work-Life Balance,74.26,86.96,95.08
30,Doctor,Career-driven,Work-Life Balance,66.31,87.13,86.27
55,Artist,Career-driven,Entrepreneurship,69.47,100.0,94.92
21,Artist,Luxurious,Academic Excellence,63.61,64.56,71.27
42,Scientist,Balanced,Work-Life Balance,84.03,74.2,70.61
47,Finance,Balanced,Corporate Ladder,53.97,100.0,100.0
24,Teacher,Career-driven,Creative Pursuit,88.97,79.34,43.64
48,Doctor,Minimalist,Academic Excellence,71.74,100.0,80.98
22,Scientist,Balanced,Entrepreneurship,65.63,84.63,81.44
34,Finance,Luxurious,Academic Excellence,58.56,98.73,100.0
22,Teacher,Minimalist,Academic Excellence,81.64,67.37,40.74
50,Finance,Luxurious,Entrepreneurship,64.85,99.63,94.94
31,Teacher,Balanced,Work-Life Balance,86.75,65.54,68.33
42,Software Engineer,Minimalist,Academic Excellence,59.69,85.01,79.0
42,Business Owner,Luxurious,Creative Pursuit,71.91,89.28,97.24
54,Marketing,Luxurious,Creative Pursuit,86.75,80.39,78.73
29,Doctor,Adventure-seeker,World Explorer,100.0,60.91,44.58
46,Teacher,Minimalist,Work-Life Balance,91.17,65.93,69.01
24,Business Owner,Minimalist,Academic Excellence,72.32,91.35,76.02
42,Artist,Minimalist,Corporate Ladder,72.74,74.89,69.16
24,Business Owner,Family-focused,Entrepreneurship,82.45,86.62,100.0
42,Scientist,Minimalist,Work-Life Balance,85.17,66.87,59.86
37,Finance,Luxurious,World Explorer,86.19,77.86,82.81
23,Scientist,Career-driven,Creative Pursuit,70.69,73.08,66.23
32,Teacher,Career-driven,Creative Pursuit,90.21,83.11,59.14
34,Writer,Luxurious,Work-Life Balance,80.1,67.6,75.3
46,Marketing,Luxurious,Academic Excellence,65.08,84.99,89.61
22,Writer,Career-driven,Work-Life Balance,76.18,82.46,75.16
35,Lawyer,Family-focused,Corporate Ladder,65.67,89.39,91.04
34,Software Engineer,Career-driven,Academic Excellence,56.25,100.0,84.95
31,Business Owner,Career-driven,Academic Excellence,63.02,100.0,96.08
22,Business Owner,Luxurious,Creative Pursuit,89.25,67.37,91.27
22,Scientist,Minimalist,World Explorer,94.0,58.86,27.15
52,Lawyer,Career-driven,Entrepreneurship,60.89,99.84,96.72
23,Marketing,Adventure-seeker,Work-Life Balance,85.24,70.13,43.83
44,Finance,Family-focused,World Explorer,95.65,82.04,76.92
40,Artist,Career-driven,Corporate Ladder,49.55,96.85,91.76
42,Scientist,Minimalist,Creative Pursuit,81.07,76.22,40.91
26,Business Owner,Adventure-seeker,Academic Excellence,76.51,79.62,74.63
55,Scientist,Minimalist,Entrepreneurship,79.05,75.94,70.29
24,Writer,Balanced,Work-Life Balance,80.33,73.12,62.03
39,Writer,Luxurious,Entrepreneurship,77.63,71.53,90.37
23,Software Engineer,Adventure-seeker,Corporate Ladder,56.58,80.18,82.22
34,Lawyer,Adventure-seeker,Corporate Ladder,69.27,84.51,88.48
25,Writer,Family-focused,Creative Pursuit,100.0,56.53,45.03
35,Lawyer,Career-driven,Entrepreneurship,63.78,100.0,98.63
24,Doctor,Minimalist,Academic Excellence,70.0,75.6,64.5
50,Business Owner,Adventure-seeker,Creative Pursuit,100.0,94.47,74.86
27,Scientist,Adventure-seeker,Creative Pursuit,100.0,63.96,41.46
34,Lawyer,Minimalist,Creative Pursuit,96.49,81.27,49.3
39,Writer,Balanced,Academic Excellence,83.32,93.89,63.04
39,Finance,Adventure-seeker,Entrepreneurship,79.57,97.89,92.41
34,Lawyer,Minimalist,World Explorer,92.52,73.75,51.42
54,Marketing,Family-focused,Academic Excellence,77.34,89.99,84.34
50,Scientist,Minimalist,Work-Life Balance,76.04,64.76,70.86
35,Business Owner,Career-driven,Work-Life Balance,61.89,100.0,94.4
29,Writer,Family-focused,Entrepreneurship,75.74,63.39,51.3
26,Lawyer,Family-focused,Entrepreneurship,66.63,75.09,90.69
54,Writer,Career-driven,Corporate Ladder,64.64,100.0,100.0
46,Teacher,Adventure-seeker,Entrepreneurship,85.64,79.22,72.66
55,Business Owner,Minimalist,World Explorer,89.57,75.95,64.28
48,Scientist,Family-focused,Entrepreneurship,70.62,84.83,85.42
42,Lawyer,Luxurious,World Explorer,81.51,75.55,79.11
40,Scientist,Career-driven,Entrepreneurship,68.98,100.0,86.21
52,Scientist,Luxurious,World Explorer,82.01,70.3,75.65
26,Artist,Balanced,Corporate Ladder,65.36,81.37,84.6
28,Business Owner,Balanced,Corporate Ladder,53.94,95.77,100.0
37,Scientist,Balanced,Academic Excellence,70.18,87.14,70.44
49,Teacher,Adventure-seeker,Corporate Ladder,79.34,81.59,71.51
21,Scientist,Career-driven,Corporate Ladder,48.75,100.0,79.96
37,Doctor,Family-focused,World Explorer,100.0,80.93,69.86
21,Software Engineer,Minimalist,Academic Excellence,67.73,83.62,59.88
51,Software Engineer,Adventure-seeker,World Explorer,100.0,88.17,64.79
50,Writer,Adventure-seeker,Corporate Ladder,70.81,93.85,80.36
22,Marketing,Balanced,Corporate Ladder,64.37,89.31,84.45
20,Writer,Adventure-seeker,Entrepreneurship,87.93,73.57,22.96
21,Business Owner,Family-focused,Creative Pursuit,88.15,73.99,57.68
49,Software Engineer,Minimalist,Work-Life Balance,80.4,85.3,79.45
35,Scientist,Minimalist,World Explorer,97.07,70.93,36.98
41,Business Owner,Career-driven,Entrepreneurship,54.12,100.0,96.83
53,Doctor,Family-focused,Entrepreneurship,67.13,84.78,99.11
39,Artist,Luxurious,Work-Life Balance,84.02,75.6,76.82
46,Finance,Luxurious,Corporate Ladder,58.14,100.0,100.0
48,Writer,Career-driven,Work-Life Balance,71.0,98.91,74.14
50,Doctor,Luxurious,Academic Excellence,60.49,92.66,100.0
40,Teacher,Luxurious,Corporate Ladder,69.38,89.58,100.0
42,Artist,Family-focused,World Explorer,100.0,74.46,37.16
37,Doctor,Balanced,Corporate Ladder,56.15,100.0,98.61
32,Lawyer,Family-focused,Academic Excellence,60.4,88.62,70.75
27,Finance,Luxurious,World Explorer,84.44,72.42,83.4
19,Lawyer,Career-driven,World Explorer,75.05,77.7,72.34
35,Teacher,Balanced,Work-Life Balance,88.37,79.27,77.08
27,Lawyer,Adventure-seeker,Academic Excellence,71.91,75.98,69.26
25,Writer,Adventure-seeker,Entrepreneurship,82.11,67.67,45.86
49,Teacher,Career-driven,Creative Pursuit,93.77,86.56,59.51
25,Business Owner,Minimalist,Corporate Ladder,48.8,86.63,81.77
25,Doctor,Minimalist,Creative Pursuit,96.01,79.27,53.95
23,Doctor,Career-driven,Academic Excellence,47.72,96.2,96.05
18,Software Engineer,Minimalist,Creative Pursuit,79.0,71.3,52.1
43,Software Engineer,Career-driven,Creative Pursuit,81.47,95.05,80.5
42,Business Owner,Career-driven,Entrepreneurship,63.97,100.0,100.0
26,Marketing,Career-driven,Creative Pursuit,70.19,82.27,58.34
50,Scientist,Minimalist,Corporate Ladder,52.96,90.11,77.61
49,Lawyer,Luxurious,Creative Pursuit,71.13,84.08,81.83
49,Business Owner,Career-driven,Academic Excellence,63.57,100.0,96.95
20,Business Owner,Minimalist,Creative Pursuit,82.34,71.03,57.92
38,Scientist,Minimalist,World Explorer,90.48,54.07,43.53
31,Business Owner,Family-focused,Academic Excellence,71.92,93.17,81.5
54,Marketing,Balanced,Entrepreneurship,70.86,80.17,86.58
38,Doctor,Balanced,Creative Pursuit,94.61,96.69,75.38
21,Writer,Adventure-seeker,Corporate Ladder,71.27,80.14,62.61
19,Business Owner,Luxurious,Work-Life Balance,70.61,75.81,100.0
30,Teacher,Career-driven,Creative Pursuit,82.78,84.17,61.6
28,Writer,Adventure-seeker,Corporate Ladder,80.04,79.69,55.77
28,Marketing,Adventure-seeker,Academic Excellence,81.65,70.73,44.45
43,Marketing,Balanced,Entrepreneurship,79.97,93.48,93.71
38,Lawyer,Adventure-seeker,Academic Excellence,79.65,78.59,64.18
21,Teacher,Minimalist,Entrepreneurship,91.14,75.81,66.16
41,Marketing,Adventure-seeker,Work-Life Balance,92.12,77.87,54.9
45,Lawyer,Minimalist,Work-Life Balance,86.02,71.71,86.33
32,Lawyer,Adventure-seeker,Entrepreneurship,80.14,71.73,92.76
33,Software Engineer,Career-driven,Creative Pursuit,75.12,86.3,71.92
49,Marketing,Balanced,Academic Excellence,58.45,84.36,84.79
18,Writer,Balanced,Academic Excellence,73.38,88.17,58.06
19,Artist,Family-focused,Academic Excellence,79.66,79.48,42.85
29,Teacher,Minimalist,Work-Life Balance,99.31,56.61,52.36
23,Doctor,Adventure-seeker,Corporate Ladder,67.51,96.03,79.41
43,Writer,Adventure-seeker,Corporate Ladder,66.28,86.71,76.83
38,Finance,Luxurious,Entrepreneurship,72.52,97.64,100.0
30,Writer,Career-driven,Corporate Ladder,55.57,100.0,78.02
26,Teacher,Adventure-seeker,Creative Pursuit,98.86,60.93,22.73
51,Finance,Luxurious,Academic Excellence,55.08,98.96,100.0
33,Finance,Adventure-seeker,Entrepreneurship,81.43,95.62,68.05
19,Lawyer,Adventure-seeker,Work-Life Balance,90.0,71.44,70.36
26,Software Engineer,Balanced,Work-Life Balance,70.41,74.97,85.16
40,Writer,Adventure-seeker,Corporate Ladder,65.91,83.65,67.24
51,Finance,Adventure-seeker,World Explorer,100.0,78.66,66.6
34,Business Owner,Luxurious,Creative Pursuit,79.7,81.92,93.11
26,Marketing,Minimalist,Entrepreneurship,66.91,77.72,63.83
23,Writer,Minimalist,Work-Life Balance,92.25,68.34,42.63
55,Artist,Luxurious,Creative Pursuit,98.7,81.26,67.95
27,Lawyer,Career-driven,Corporate Ladder,38.58,100.0,100.0
39,Finance,Luxurious,Corporate Ladder,46.41,100.0,100.0
37,Writer,Career-driven,World Explorer,90.98,92.35,54.44
41,Business Owner,Family-focused,Entrepreneurship,83.19,93.88,75.26
51,Marketing,Balanced,World Explorer,81.39,73.92,68.55
31,Writer,Adventure-seeker,World Explorer,100.0,54.47,32.34
31,Business Owner,Balanced,World Explorer,92.77,78.56,64.62
38,Lawyer,Family-focused,Work-Life Balance,83.82,77.64,90.46
54,Lawyer,Balanced,Academic Excellence,62.07,100.0,98.32
47,Teacher,Minimalist,Work-Life Balance,90.25,66.54,54.52
27,Finance,Minimalist,Entrepreneurship,67.21,76.97,75.78
29,Doctor,Adventure-seeker,World Explorer,90.94,68.36,55.23
43,Doctor,Minimalist,Entrepreneurship,79.01,77.04,84.91
40,Writer,Minimalist,Academic Excellence,79.85,75.96,49.21
43,Software Engineer,Minimalist,Creative Pursuit,96.04,80.05,57.13
50,Finance,Minimalist,Creative Pursuit,83.52,90.36,66.15
52,Artist,Minimalist,Entrepreneurship,78.06,68.8,83.03
32,Artist,Career-driven,Entrepreneurship,68.31,97.82,71.4
21,Finance,Career-driven,Corporate Ladder,36.19,100.0,100.0
21,Business Owner,Career-driven,World Explorer,70.42,85.96,67.68
37,Teacher,Balanced,Creative Pursuit,100.0,84.71,48.54
24,Teacher,Family-focused,Creative Pursuit,100.0,69.94,42.62
38,Finance,Luxurious,Academic Excellence,53.16,86.91,100.0
19,Lawyer,Adventure-seeker,Corporate Ladder,60.47,83.75,69.17
41,Teacher,Minimalist,World Explorer,96.81,60.23,33.76
20,Artist,Adventure-seeker,Entrepreneurship,90.88,73.2,35.7
26,Teacher,Minimalist,Entrepreneurship,75.66,75.52,41.55
49,Business Owner,Adventure-seeker,Work-Life Balance,83.92,92.93,81.02
55,Marketing,Career-driven,World Explorer,82.58,86.43,60.19
55,Software Engineer,Luxurious,Work-Life Balance,80.66,77.48,100.0
38,Artist,Career-driven,Creative Pursuit,92.01,78.95,62.9
47,Finance,Family-focused,Creative Pursuit,82.33,91.16,79.66
55,Marketing,Luxurious,Academic Excellence,61.45,78.05,100.0
22,Artist,Minimalist,Academic Excellence,67.83,63.38,37.5
54,Software Engineer,Adventure-seeker,World Explorer,96.44,80.92,52.09
54,Writer,Minimalist,Work-Life Balance,86.07,74.24,64.82
45,Marketing,Luxurious,Corporate Ladder,56.97,82.98,99.85
25,Marketing,Balanced,Corporate Ladder,59.32,86.9,78.4
44,Finance,Balanced,World Explorer,97.5,93.83,83.36
42,Marketing,Balanced,Work-Life Balance,72.79,80.4,87.76
21,Finance,Minimalist,Work-Life Balance,74.23,69.33,76.05
20,Scientist,Luxurious,Work-Life Balance,76.45,59.14,69.33
36,Business Owner,Family-focused,Corporate Ladder,65.63,100.0,100.0
37,Artist,Family-focused,Entrepreneurship,86.25,67.95,85.93
54,Software Engineer,Family-focused,Entrepreneurship,77.89,86.02,100.0
25,Business Owner,Minimalist,World Explorer,93.02,65.43,54.31
34,Business Owner,Career-driven,Academic Excellence,62.35,100.0,100.0
24,Teacher,Minimalist,Entrepreneurship,90.1,61.67,57.63
30,Business Owner,Balanced,Academic Excellence,67.86,92.39,84.9
32,Doctor,Balanced,Creative Pursuit,87.58,83.0,65.95
18,Lawyer,Adventure-seeker,Corporate Ladder,57.34,76.52,70.24
49,Software Engineer,Career-driven,Creative Pursuit,66.69,98.96,92.24
45,Lawyer,Minimalist,Entrepreneurship,78.31,80.19,100.0
20,Business Owner,Balanced,Work-Life Balance,89.72,77.34,83.56
32,Writer,Minimalist,Work-Life Balance,95.99,72.78,56.13
49,Marketing,Balanced,World Explorer,97.57,80.67,63.5
25,Lawyer,Luxurious,Academic Excellence,60.06,89.68,83.86
21,Doctor,Family-focused,Work-Life Balance,88.3,79.68,68.06
44,Software Engineer,Career-driven,Corporate Ladder,35.77,100.0,100.0
41,Marketing,Adventure-seeker,Academic Excellence,84.19,71.45,64.0
33,Lawyer,Luxurious,Creative Pursuit,81.91,67.3,84.04
43,Marketing,Minimalist,Creative Pursuit,88.21,61.86,46.58
54,Finance,Luxurious,World Explorer,87.73,92.63,93.0
34,Finance,Family-focused,Creative Pursuit,96.84,82.43,75.57
22,Business Owner,Minimalist,Corporate Ladder,54.92,98.22,89.33
18,Business Owner,Career-driven,Corporate Ladder,52.92,100.0,99.32
23,Scientist,Career-driven,Academic Excellence,56.01,89.72,80.62
38,Teacher,Adventure-seeker,Creative Pursuit,97.37,67.92,42.7
37,Finance,Family-focused,Corporate Ladder,59.66,89.4,100.0
28,Software Engineer,Luxurious,World Explorer,86.31,63.46,81.93
20,Software Engineer,Minimalist,Creative Pursuit,84.99,63.71,41.72
20,Lawyer,Luxurious,Corporate Ladder,50.58,87.99,96.11
28,Doctor,Career-driven,Work-Life Balance,71.54,87.42,81.99
48,Writer,Balanced,Entrepreneurship,86.6,85.06,98.04
37,Finance,Luxurious,Creative Pursuit,86.96,89.69,92.25
43,Business Owner,Career-driven,World Explorer,85.04,93.86,78.49
54,Artist,Adventure-seeker,Corporate Ladder,66.5,81.46,71.03
38,Doctor,Minimalist,Academic Excellence,61.2,91.06,69.79
28,Scientist,Balanced,Entrepreneurship,78.21,87.03,57.16
22,Lawyer,Career-driven,Entrepreneurship,55.36,100.0,96.63
51,Writer,Adventure-seeker,Creative Pursuit,100.0,65.19,41.71
55,Marketing,Minimalist,Corporate Ladder,58.98,86.56,76.65
28,Artist,Family-focused,Academic Excellence,71.13,70.26,61.51
50,Business Owner,Career-driven,Creative Pursuit,73.04,100.0,83.75
42,Marketing,Adventure-seeker,Academic Excellence,65.32,73.39,61.34
49,Writer,Minimalist,Creative Pursuit,98.9,63.77,44.07
20,Writer,Minimalist,World Explorer,100.0,47.13,30.68
35,Artist,Minimalist,Academic Excellence,81.16,84.04,49.72
55,Lawyer,Adventure-seeker,World Explorer,96.11,85.58,67.05
26,Software Engineer,Balanced,Academic Excellence,73.45,92.33,75.74
34,Business Owner,Luxurious,Creative Pursuit,76.86,83.12,97.87
46,Doctor,Family-focused,Academic Excellence,65.93,84.43,93.17
51,Software Engineer,Adventure-seeker,Entrepreneurship,77.3,88.72,95.88
28,Lawyer,Family-focused,Entrepreneurship,83.47,83.73,59.77
45,Doctor,Luxurious,Corporate Ladder,44.46,100.0,100.0
24,Scientist,Adventure-seeker,Corporate Ladder,58.26,72.56,56.3
18,Business Owner,Adventure-seeker,Academic Excellence,68.44,76.56,55.66
26,Business Owner,Family-focused,Corporate Ladder,56.96,83.39,97.17
51,Business Owner,Adventure-seeker,Corporate Ladder,73.54,100.0,93.6
22,Writer,Adventure-seeker,World Explorer,100.0,61.45,21.03
52,Teacher,Career-driven,Entrepreneurship,63.07,100.0,98.94
52,Business Owner,Balanced,Creative Pursuit,83.54,100.0,86.54
23,Lawyer,Balanced,Work-Life Balance,87.52,80.59,84.92
39,Artist,Family-focused,Entrepreneurship,80.05,69.42,74.43
29,Scientist,Career-driven,Work-Life Balance,77.32,79.57,76.02
31,Doctor,Balanced,Creative Pursuit,91.55,78.16,74.31
55,Scientist,Balanced,Entrepreneurship,74.45,81.44,92.37
52,Artist,Adventure-seeker,Corporate Ladder,68.24,98.61,63.53
41,Lawyer,Family-focused,Academic Excellence,70.52,99.23,91.84
40,Doctor,Minimalist,Academic Excellence,73.79,81.36,74.93
33,Lawyer,Family-focused,Work-Life Balance,75.56,73.32,86.65
26,Finance,Career-driven,World Explorer,79.0,99.92,75.26
43,Business Owner,Minimalist,Work-Life Balance,88.25,92.5,89.37
39,Business Owner,Adventure-seeker,Work-Life Balance,98.66,75.96,83.29
34,Artist,Minimalist,Corporate Ladder,67.68,89.86,69.73
19,Lawyer,Family-focused,Corporate Ladder,66.61,93.65,85.32
29,Artist,Family-focused,Corporate Ladder,73.21,70.21,67.02
47,Software Engineer,Career-driven,Academic Excellence,63.52,100.0,95.38
45,Teacher,Career-driven,Academic Excellence,74.39,100.0,82.23
52,Artist,Career-driven,Academic Excellence,64.34,97.83,81.74
37,Doctor,Balanced,Creative Pursuit,83.55,88.79,79.98
49,Teacher,Adventure-seeker,World Explorer,100.0,69.48,33.79
25,Software Engineer,Family-focused,Work-Life Balance,78.5,66.46,71.62
30,Lawyer,Luxurious,Work-Life Balance,80.36,69.81,95.02
48,Scientist,Minimalist,World Explorer,100.0,62.72,37.12
34,Teacher,Family-focused,Work-Life Balance,87.04,58.78,53.64
48,Finance,Minimalist,Work-Life Balance,78.66,95.95,95.65
51,Doctor,Balanced,Creative Pursuit,77.36,87.81,75.52
47,Artist,Minimalist,Corporate Ladder,61.16,87.83,81.2
31,Business Owner,Balanced,World Explorer,93.21,80.13,78.38
48,Doctor,Luxurious,Academic Excellence,69.92,93.03,100.0
54,Teacher,Adventure-seeker,World Explorer,100.0,74.88,37.06
51,Artist,Family-focused,Corporate Ladder,77.99,79.23,80.35
19,Lawyer,Luxurious,Work-Life Balance,75.1,77.85,88.58
33,Artist,Minimalist,Work-Life Balance,99.87,66.9,60.24
26,Artist,Career-driven,Creative Pursuit,88.16,79.15,48.17
37,Doctor,Career-driven,Creative Pursuit,78.33,93.82,70.94
23,Software Engineer,Family-focused,Creative Pursuit,84.53,62.07,63.06
33,Lawyer,Career-driven,Corporate Ladder,54.42,100.0,100.0
20,Writer,Balanced,Creative Pursuit,97.09,78.33,55.76
43,Business Owner,Adventure-seeker,Entrepreneurship,76.53,98.33,73.62
37,Marketing,Career-driven,Entrepreneurship,54.95,88.76,82.2
39,Teacher,Minimalist,Academic Excellence,83.59,81.6,49.28
38,Scientist,Minimalist,Creative Pursuit,87.44,72.3,45.71
52,Scientist,Minimalist,Creative Pursuit,78.85,65.67,57.23
31,Writer,Minimalist,Creative Pursuit,100.0,59.33,39.92
43,Teacher,Minimalist,Entrepreneurship,75.76,79.55,61.26
36,Doctor,Career-driven,Creative Pursuit,70.53,92.01,70.61
37,Finance,Balanced,Creative Pursuit,77.76,100.0,75.91
33,Scientist,Adventure-seeker,Creative Pursuit,93.71,62.0,30.73
26,Finance,Family-focused,Entrepreneurship,76.11,92.07,96.64
45,Lawyer,Luxurious,Academic Excellence,56.34,87.93,100.0
42,Lawyer,Luxurious,Corporate Ladder,40.71,100.0,100.0
46,Marketing,Career-driven,Work-Life Balance,61.76,96.6,84.18
49,Lawyer,Family-focused,World Explorer,90.99,84.76,57.61
49,Business Owner,Adventure-seeker,Work-Life Balance,96.48,93.0,73.92
21,Software Engineer,Minimalist,Work-Life Balance,80.05,74.89,71.22
36,Lawyer,Career-driven,Entrepreneurship,60.92,100.0,100.0
22,Lawyer,Career-driven,Work-Life Balance,66.32,92.85,85.12
19,Software Engineer,Family-focused,Creative Pursuit,83.09,75.32,60.72
46,Finance,Adventure-seeker,Work-Life Balance,91.17,80.26,80.14
34,Artist,Balanced,World Explorer,100.0,62.13,47.85
19,Artist,Career-driven,Corporate Ladder,54.18,89.23,72.31
34,Finance,Family-focused,Academic Excellence,74.17,99.11,78.54
49,Scientist,Luxurious,Entrepreneurship,72.34,74.24,100.0
52,Artist,Adventure-seeker,Creative Pursuit,100.0,64.6,52.18
40,Business Owner,Balanced,Work-Life Balance,71.14,90.0,100.0
26,Lawyer,Adventure-seeker,Corporate Ladder,63.6,78.52,79.22
20,Finance,Adventure-seeker,Academic Excellence,84.82,95.5,60.27
38,Marketing,Adventure-seeker,Academic Excellence,84.57,79.8,49.69
36,Lawyer,Adventure-seeker,Academic Excellence,67.49,88.28,77.84
41,Doctor,Adventure-seeker,World Explorer,100.0,74.91,50.28
28,Software Engineer,Family-focused,World Explorer,87.54,66.41,63.99
51,Business Owner,Adventure-seeker,Creative Pursuit,86.82,92.91,72.77
33,Finance,Career-driven,Academic Excellence,46.46,100.0,100.0
47,Artist,Family-focused,Creative Pursuit,100.0,64.22,58.08
46,Doctor,Minimalist,Creative Pursuit,94.89,73.72,59.86
28,Teacher,Balanced,World Explorer,97.67,65.88,49.57
50,Doctor,Adventure-seeker,Academic Excellence,83.02,88.63,74.93
42,Lawyer,Family-focused,Work-Life Balance,85.11,82.84,73.36
41,Scientist,Balanced,Academic Excellence,62.18,84.13,82.15
39,Artist,Adventure-seeker,Academic Excellence,88.69,70.59,50.6
53,Marketing,Adventure-seeker,Work-Life Balance,89.5,71.49,60.83
43,Business Owner,Adventure-seeker,Work-Life Balance,99.33,80.31,78.56
40,Writer,Balanced,Academic Excellence,82.55,93.37,75.93
18,Business Owner,Minimalist,World Explorer,90.68,78.58,40.75
34,Lawyer,Luxurious,World Explorer,79.59,78.42,69.89
48,Lawyer,Balanced,Academic Excellence,58.92,100.0,86.59
19,Software Engineer,Adventure-seeker,Entrepreneurship,70.4,83.51,77.0
18,Doctor,Family-focused,World Explorer,86.61,63.56,53.42
47,Doctor,Luxurious,Work-Life Balance,79.39,72.88,100.0
53,Software Engineer,Minimalist,World Explorer,91.15,71.98,63.18
19,Scientist,Minimalist,Work-Life Balance,88.58,54.57,50.73
22,Doctor,Adventure-seeker,Work-Life Balance,98.46,76.94,62.6
27,Software Engineer,Family-focused,Creative Pursuit,88.69,73.75,65.18
27,Teacher,Adventure-seeker,Work-Life Balance,100.0,64.35,45.67
36,Writer,Family-focused,Corporate Ladder,60.98,87.84,72.87
38,Business Owner,Luxurious,Academic Excellence,56.01,92.01,100.0
32,Teacher,Luxurious,World Explorer,100.0,51.97,48.67
41,Marketing,Minimalist,Entrepreneurship,68.98,68.65,46.42
23,Doctor,Minimalist,Creative Pursuit,93.1,77.56,46.43
50,Business Owner,Family-focused,Creative Pursuit,91.12,93.11,86.44
19,Doctor,Family-focused,Academic Excellence,69.05,78.84,73.16
23,Scientist,Adventure-seeker,Corporate Ladder,56.55,70.04,62.19
